Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
WHITEWATER,29 Pasir Ris Street 72  #05-17 ,1,112,Strata,812000,-,7250,674,8-Jan-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #13-22 ,1,107,Strata,818000,-,7645,710,2-Jan-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE EDEN AT TAMPINES,29 Tampines Street 34  #09-27 ,1,116,Strata,1008000,-,8690,807,29-Dec-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529236,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #03-04 ,1,120,Strata,900000,-,7500,697,22-Dec-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #09-05 ,1,116,Strata,938000,-,8086,751,21-Dec-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529232,East Region,Tampines
BELYSA,57 Pasir Ris Drive 1  #10-05 ,1,90,Strata,810000,-,9000,836,20-Dec-17,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,Private,18,51,519531,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #13-01 ,1,231,Strata,1550000,-,6710,623,15-Dec-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #10-25 ,1,136,Strata,1090000,-,8015,745,8-Dec-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #10-12 ,1,110,Strata,820000,-,7455,693,5-Dec-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #09-25 ,1,107,Strata,800000,-,7477,695,1-Dec-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #03-27 ,1,120,Strata,800000,-,6667,619,21-Nov-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #05-08 ,1,126,Strata,968000,-,7683,714,21-Nov-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #11-08 ,1,126,Strata,940000,-,7460,693,20-Nov-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
PINEVALE,4 Tampines Street 73  #08-03 ,1,120,Strata,886000,-,7383,686,16-Nov-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #06-05 ,1,116,Strata,902000,-,7776,722,14-Nov-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #04-38 ,1,112,Strata,930000,-,8304,771,13-Nov-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529239,East Region,Tampines
PINEVALE,4 Tampines Street 73  #03-03 ,1,120,Strata,825000,-,6875,639,10-Nov-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #04-07 ,1,113,Strata,852800,-,7547,701,9-Nov-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #13-01 ,1,119,Strata,850000,-,7143,664,3-Nov-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528823,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #10-08 ,1,94,Strata,850000,-,9043,840,30-Oct-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #08-06 ,1,102,Strata,850000,-,8333,774,26-Oct-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
PINEVALE,8 Tampines Street 73  #10-03 ,1,119,Strata,868000,-,7294,678,25-Oct-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528826,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-02 ,1,145,Strata,990000,-,6828,634,24-Oct-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #03-06 ,1,102,Strata,738000,-,7235,672,19-Oct-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #02-08 ,1,119,Strata,790000,-,6639,617,13-Oct-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #03-04 ,1,116,Strata,840000,-,7241,673,6-Oct-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #02-08 ,1,126,Strata,915000,-,7262,675,5-Oct-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #06-05 ,1,116,Strata,900000,-,7759,721,4-Oct-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #08-04 ,1,116,Strata,905000,-,7802,725,2-Oct-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #02-27 ,1,100,Strata,730000,-,7300,678,28-Sep-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #10-11 ,1,111,Strata,810000,-,7297,678,26-Sep-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #03-33 ,1,115,Strata,957000,-,8322,773,20-Sep-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #07-03 ,1,90,Strata,840000,-,9333,867,20-Sep-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #05-22 ,1,115,Strata,912000,-,7930,737,14-Sep-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #09-07 ,1,102,Strata,825000,-,8088,751,6-Sep-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #04-24 ,1,106,Strata,810000,-,7642,710,6-Sep-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
THE EDEN AT TAMPINES,29 Tampines Street 34  #01-28 ,1,143,Strata,988000,-,6909,642,5-Sep-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529236,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #07-07 ,1,102,Strata,810000,-,7941,738,31-Aug-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-07 ,1,145,Strata,995000,-,6862,638,25-Aug-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #03-14 ,1,120,Strata,875000,-,7292,677,23-Aug-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #15-13 ,1,111,Strata,813000,-,7324,680,18-Aug-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
ARC AT TAMPINES,11 Tampines Avenue 8  #02-20 ,1,89,Strata,820000,-,9213,856,10-Aug-17,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529599,East Region,Tampines
EASTVALE,39 Pasir Ris Drive 3  #03-01 ,1,102,Strata,780000,-,7647,710,7-Aug-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519495,East Region,Pasir Ris
THE EDEN AT TAMPINES,27 Tampines Street 34  #06-23 ,1,116,Strata,965000,-,8319,773,31-Jul-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529235,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #07-18 ,1,106,Strata,769000,-,7255,674,18-Jul-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #15-18 ,1,107,Strata,828000,-,7738,719,12-Jul-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518768,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-08 ,1,94,Strata,825000,-,8777,815,29-Jun-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #05-12 ,1,119,Strata,820000,-,6891,640,27-Jun-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE TAMPINES TRILLIANT,25 Tampines Central 7  #04-29 ,1,81,Strata,755000,-,9321,866,27-Jun-17,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,HDB,18,52,528610,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #06-01 ,1,123,Strata,870000,-,7073,657,22-Jun-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #11-10 ,1,106,Strata,815000,-,7689,714,16-Jun-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #05-04 ,1,116,Strata,856000,-,7379,686,14-Jun-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #14-01 ,1,106,Strata,760000,-,7170,666,1-Jun-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #09-32 ,1,138,Strata,1175000,-,8514,791,31-May-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
PINEVALE,8 Tampines Street 73  #13-04 ,1,119,Strata,830000,-,6975,648,29-May-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #08-10 ,1,94,Strata,840000,-,8936,830,29-May-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #05-01 ,1,128,Strata,970000,-,7578,704,29-May-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #05-04 ,1,120,Strata,927000,-,7725,718,25-May-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #14-20 ,1,117,Strata,830000,-,7094,659,25-May-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #09-08 ,1,123,Strata,870000,-,7073,657,19-May-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
THE EDEN AT TAMPINES,35 Tampines Street 34  #06-39 ,1,126,Strata,1030000,-,8175,759,11-May-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #06-06 ,1,119,Strata,818000,-,6874,639,9-May-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #04-23 ,1,110,Strata,840088,-,7637,710,9-May-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #04-16 ,1,123,Strata,918000,-,7463,693,8-May-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
EASTVALE,39 Pasir Ris Drive 3  #04-04 ,1,102,Strata,770000,-,7549,701,5-May-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519495,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #01-30 ,1,135,Strata,915000,-,6778,630,2-May-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #03-01 ,1,128,Strata,990000,-,7734,719,2-May-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
PINEVALE,6 Tampines Street 73  #05-02 ,1,120,Strata,888888,-,7407,688,27-Apr-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
PINEVALE,10 Tampines Street 73  #03-01 ,1,120,Strata,870000,-,7250,674,26-Apr-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #03-11 ,1,115,Strata,975000,-,8478,788,19-Apr-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #02-04 ,1,109,Strata,815000,-,7477,695,13-Apr-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #10-04 ,1,129,Strata,930000,-,7209,670,11-Apr-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528828,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #03-17 ,1,116,Strata,945000,-,8147,757,29-Mar-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #03-04 ,1,110,Strata,810000,-,7364,684,23-Mar-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529232,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #02-07 ,1,109,Strata,850000,-,7798,724,3-Mar-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #10-07 ,1,111,Strata,900000,-,8108,753,2-Mar-17,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #04-24 ,1,110,Strata,838000,-,7618,708,26-Jan-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #07-08 ,1,106,Strata,825000,-,7783,723,24-Jan-17,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #04-20 ,1,120,Strata,888000,-,7400,687,23-Jan-17,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
EASTVALE,33 Pasir Ris Drive 3  #01-05 ,1,110,Strata,820000,-,7455,693,20-Jan-17,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #10-03 ,1,129,Strata,788800,-,6115,568,20-Jan-17,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #10-40 ,1,211,Strata,1400000,-,6635,616,13-Jan-17,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
PINEVALE,6 Tampines Street 73  #04-01 ,1,120,Strata,805000,-,6708,623,19-Dec-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
THE TAMPINES TRILLIANT,13 Tampines Central 7  #07-05 ,1,121,Strata,1069700,-,8840,821,8-Dec-16,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,Private,18,52,528770,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #01-01 ,1,99,Strata,720000,-,7273,676,21-Nov-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #02-05 ,1,116,Strata,860000,-,7414,689,18-Nov-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #04-17 ,1,112,Strata,828000,-,7393,687,17-Nov-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518768,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #06-02 ,1,111,Strata,890000,-,8018,745,9-Nov-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #08-05 ,1,116,Strata,945000,-,8147,757,4-Nov-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #10-06 ,1,90,Strata,838000,-,9311,865,27-Oct-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
PINEVALE,4 Tampines Street 73  #05-04 ,1,120,Strata,970000,-,8083,751,25-Oct-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #04-06 ,1,90,Strata,824000,-,9156,851,21-Oct-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #09-01 ,1,102,Strata,820000,-,8039,747,17-Oct-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519494,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #02-25 ,1,107,Strata,810000,-,7570,703,13-Oct-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #06-03 ,1,90,Strata,750000,-,8333,774,5-Oct-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #05-10 ,1,106,Strata,825000,-,7783,723,26-Sep-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #08-07 ,1,102,Strata,820000,-,8039,747,26-Sep-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
PINEVALE,4 Tampines Street 73  #05-02 ,1,145,Strata,1110000,-,7655,711,15-Sep-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #09-20 ,1,119,Strata,850000,-,7143,664,15-Sep-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #10-06 ,1,90,Strata,830000,-,9222,857,15-Sep-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #06-11 ,1,115,Strata,970000,-,8435,784,8-Sep-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #05-15 ,1,111,Strata,840000,-,7568,703,7-Sep-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #02-08 ,1,123,Strata,900000,-,7317,680,2-Sep-16,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #10-09 ,1,106,Strata,840000,-,7925,736,30-Aug-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #03-01 ,1,94,Strata,825000,-,8777,815,29-Aug-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #09-07 ,1,109,Strata,858000,-,7872,731,29-Aug-16,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #02-06 ,1,116,Strata,938888,-,8094,752,26-Aug-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529232,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #04-01 ,1,102,Strata,800000,-,7843,729,26-Aug-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519492,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #06-07 ,1,102,Strata,770000,-,7549,701,26-Aug-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #13-01 ,1,119,Strata,900000,-,7563,703,15-Aug-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
PINEVALE,4 Tampines Street 73  #11-04 ,1,120,Strata,900000,-,7500,697,12-Aug-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #15-26 ,1,107,Strata,830000,-,7757,721,10-Aug-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
PINEVALE,8 Tampines Street 73  #02-01 ,1,129,Strata,858000,-,6651,618,2-Aug-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #09-03 ,1,90,Strata,830000,-,9222,857,29-Jul-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #06-04 ,1,111,Strata,800000,-,7207,670,15-Jul-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #10-08 ,1,123,Strata,970000,-,7886,733,12-Jul-16,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #05-04 ,1,110,Strata,860000,-,7818,726,29-Jun-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #09-02 ,1,120,Strata,950000,-,7917,735,21-Jun-16,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519494,East Region,Pasir Ris
THE EDEN AT TAMPINES,29 Tampines Street 34  #06-27 ,1,116,Strata,950000,-,8190,761,15-Jun-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529236,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #09-03 ,1,90,Strata,830000,-,9222,857,10-Jun-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
PINEVALE,4 Tampines Street 73  #10-02 ,1,146,Strata,1196000,-,8192,761,10-Jun-16,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #04-15 ,1,120,Strata,910000,-,7583,705,9-Jun-16,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #04-14 ,1,106,Strata,845000,-,7972,741,27-May-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #03-25 ,1,107,Strata,845000,-,7897,734,25-May-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #02-13 ,1,123,Strata,940000,-,7642,710,9-May-16,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #08-02 ,1,111,Strata,895000,-,8063,749,3-May-16,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #07-16 ,1,126,Strata,928000,-,7365,684,3-May-16,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #06-06 ,1,116,Strata,1020000,-,8793,817,27-Apr-16,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529232,East Region,Tampines
