Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
WHITEWATER,27 Pasir Ris Street 72  #13-15 ,1,111,Strata,846000,-,7622,708,13-Apr-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #03-04 ,1,129,Strata,870000,-,6744,627,12-Apr-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-15 ,1,115,Strata,860888,-,7486,695,11-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #05-01 ,1,128,Strata,965000,-,7539,700,11-Apr-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #03-14 ,1,115,Strata,805000,-,7000,650,6-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-02 ,1,111,Strata,838000,-,7550,701,6-Apr-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #01-03 ,1,117,Strata,840000,-,7179,667,4-Apr-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,27 Tampines Street 34  #01-22 ,1,138,Strata,940000,-,6812,633,4-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529235,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #03-02 ,1,111,Strata,850000,-,7658,711,30-Mar-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #01-05 ,1,143,Strata,920000,-,6434,598,30-Mar-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529232,East Region,Tampines
PINEVALE,12 Tampines Street 73  #06-02 ,1,119,Strata,808000,-,6790,631,29-Mar-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #06-24 ,1,110,Strata,828800,-,7535,700,28-Mar-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #05-04 ,1,116,Strata,893000,-,7698,715,24-Mar-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #10-04 ,1,116,Strata,810000,-,6983,649,22-Mar-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #04-27 ,1,120,Strata,870000,-,7250,674,22-Mar-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #06-19 ,1,136,Strata,960001,-,7059,656,22-Mar-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #11-24 ,1,106,Strata,815000,-,7689,714,21-Mar-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #05-11 ,1,111,Strata,800000,-,7207,670,18-Mar-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #01-12 ,1,118,Strata,825000,-,6992,650,18-Mar-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #08-02 ,1,120,Strata,815000,-,6792,631,17-Mar-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
PINEVALE,6 Tampines Street 73  #01-02 ,1,144,Strata,880000,-,6111,568,16-Mar-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #07-04 ,1,116,Strata,845000,-,7284,677,15-Mar-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #05-13 ,1,123,Strata,866000,-,7041,654,15-Mar-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #11-04 ,1,105,Strata,825000,-,7857,730,15-Mar-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
PINEVALE,4 Tampines Street 73  #11-01 ,1,146,Strata,1000000,-,6849,636,14-Mar-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #08-05 ,1,120,Strata,868000,-,7233,672,10-Mar-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #10-23 ,1,110,Strata,825000,-,7500,697,9-Mar-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #12-18 ,1,106,Strata,818000,-,7717,717,9-Mar-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #06-04 ,1,111,Strata,888000,-,8000,743,3-Mar-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #09-20 ,1,119,Strata,855000,-,7185,667,1-Mar-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #10-09 ,1,80,Strata,710000,-,8875,825,24-Feb-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
PINEVALE,2 Tampines Street 73  #01-02 ,1,147,Strata,940000,-,6395,594,24-Feb-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-12 ,1,126,Strata,915000,-,7262,675,23-Feb-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #03-13 ,1,112,Strata,793000,-,7080,658,23-Feb-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #06-03 ,1,112,Strata,840000,-,7500,697,22-Feb-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #02-06 ,1,109,Strata,775000,-,7110,661,15-Feb-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #04-26 ,1,120,Strata,850000,-,7083,658,8-Feb-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
EASTVALE,37 Pasir Ris Drive 3  #08-01 ,1,102,Strata,800000,-,7843,729,8-Feb-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #14-28 ,1,117,Strata,835000,-,7137,663,7-Feb-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #01-05 ,1,139,Strata,955000,-,6871,638,28-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #07-14 ,1,120,Strata,870000,-,7250,674,27-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #09-04 ,1,129,Strata,863800,-,6696,622,27-Jan-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #06-05 ,1,120,Strata,800000,-,6667,619,27-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #14-20 ,1,117,Strata,818000,-,6991,650,25-Jan-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #11-03 ,1,159,Strata,995000,-,6258,581,25-Jan-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
PINEVALE,12 Tampines Street 73  #02-02 ,1,129,Strata,818000,-,6341,589,21-Jan-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528828,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #11-07 ,1,158,Strata,1030000,-,6519,606,21-Jan-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #09-02 ,1,80,Strata,706000,-,8825,820,21-Jan-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #02-08 ,1,106,Strata,810000,-,7642,710,21-Jan-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #06-13 ,1,123,Strata,865000,-,7033,653,20-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
EASTVALE,37 Pasir Ris Drive 3  #04-02 ,1,120,Strata,860000,-,7167,666,20-Jan-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519494,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #05-33 ,1,115,Strata,830000,-,7217,671,20-Jan-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-05 ,1,148,Strata,930000,-,6284,584,18-Jan-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #08-09 ,1,80,Strata,682000,-,8525,792,18-Jan-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #09-06 ,1,90,Strata,765000,-,8500,790,17-Jan-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #08-25 ,1,136,Strata,965000,-,7096,659,17-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #03-27 ,1,120,Strata,838000,-,6983,649,17-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
EASTVALE,33 Pasir Ris Drive 3  #01-01 ,1,128,Strata,850000,-,6641,617,14-Jan-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #08-12 ,1,110,Strata,805000,-,7318,680,14-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #09-06 ,1,116,Strata,868000,-,7483,695,12-Jan-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #11-01 ,1,182,Strata,1118888,-,6148,571,11-Jan-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519492,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #10-05 ,1,116,Strata,840000,-,7241,673,11-Jan-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
PINEVALE,6 Tampines Street 73  #07-04 ,1,119,Strata,805000,-,6765,628,10-Jan-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #08-03 ,1,109,Strata,788000,-,7229,672,6-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #07-04 ,1,120,Strata,840000,-,7000,650,5-Jan-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #13-23 ,1,107,Strata,835000,-,7804,725,3-Jan-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #05-06 ,1,102,Strata,778000,-,7627,709,30-Dec-10,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #05-22 ,1,136,Strata,960000,-,7059,656,30-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #03-04 ,1,120,Strata,850000,-,7083,658,28-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #09-18 ,1,110,Strata,850000,-,7727,718,23-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #04-14 ,1,106,Strata,760000,-,7170,666,23-Dec-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #09-12 ,1,110,Strata,770000,-,7000,650,23-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #06-04 ,1,120,Strata,850000,-,7083,658,23-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #10-03 ,1,90,Strata,850000,-,9444,877,22-Dec-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #04-06 ,1,111,Strata,808000,-,7279,676,20-Dec-10,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #09-07 ,1,109,Strata,780000,-,7156,665,17-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #03-05 ,1,119,Strata,800000,-,6723,625,17-Dec-10,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #08-24 ,1,110,Strata,785000,-,7136,663,17-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #05-20 ,1,120,Strata,860000,-,7167,666,17-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE EDEN AT TAMPINES,29 Tampines Street 34  #07-26 ,1,115,Strata,850000,-,7391,687,16-Dec-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529236,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #01-17 ,1,93,Strata,690000,-,7419,689,14-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #03-13 ,1,123,Strata,828000,-,6732,625,13-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #06-02 ,1,109,Strata,768000,-,7046,655,13-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #08-25 ,1,107,Strata,770000,-,7196,669,13-Dec-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE EDEN AT TAMPINES,33 Tampines Street 34  #06-37 ,1,115,Strata,820000,-,7130,662,10-Dec-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529238,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #07-10 ,1,120,Strata,870000,-,7250,674,9-Dec-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #12-16 ,1,126,Strata,851000,-,6754,627,2-Dec-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #06-21 ,1,120,Strata,830000,-,6917,643,29-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #01-27 ,1,123,Strata,820000,-,6667,619,29-Nov-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #09-21 ,1,112,Strata,800000,-,7143,664,29-Nov-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #09-26 ,1,120,Strata,850000,-,7083,658,29-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #06-01 ,1,128,Strata,928000,-,7250,674,29-Nov-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #12-06 ,1,105,Strata,778000,-,7410,688,26-Nov-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-04 ,1,148,Strata,900000,-,6081,565,24-Nov-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #02-06 ,1,90,Strata,703000,-,7811,726,23-Nov-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #03-05 ,1,102,Strata,758000,-,7431,690,22-Nov-10,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #04-18 ,1,110,Strata,730000,-,6636,617,22-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #04-12 ,1,119,Strata,847000,-,7118,661,16-Nov-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #10-07 ,1,111,Strata,825000,-,7432,690,15-Nov-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #09-21 ,1,120,Strata,865000,-,7208,670,15-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #07-09 ,1,106,Strata,760000,-,7170,666,12-Nov-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #10-03 ,1,94,Strata,738000,-,7851,729,11-Nov-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #02-15 ,1,111,Strata,795000,-,7162,665,11-Nov-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #09-20 ,1,120,Strata,873000,-,7275,676,11-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
THE EDEN AT TAMPINES,35 Tampines Street 34  #06-38 ,1,112,Strata,785000,-,7009,651,10-Nov-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529239,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #06-03 ,1,109,Strata,750000,-,6881,639,9-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #04-02 ,1,80,Strata,655000,-,8188,761,4-Nov-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529232,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #04-10 ,1,120,Strata,840000,-,7000,650,4-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #08-11 ,1,115,Strata,850000,-,7391,687,4-Nov-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #05-26 ,1,120,Strata,835000,-,6958,646,4-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #12-22 ,1,106,Strata,770000,-,7264,675,4-Nov-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #01-07 ,1,145,Strata,830000,-,5724,532,3-Nov-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529863,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #06-25 ,1,136,Strata,940000,-,6912,642,1-Nov-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #04-19 ,1,136,Strata,905000,-,6654,618,29-Oct-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #07-05 ,1,119,Strata,840000,-,7059,656,29-Oct-10,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #08-04 ,1,120,Strata,838888,-,6991,649,28-Oct-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #09-01 ,1,120,Strata,808000,-,6733,626,27-Oct-10,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
PINEVALE,4 Tampines Street 73  #11-03 ,1,120,Strata,800000,-,6667,619,26-Oct-10,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
